subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-33,sub-33_task-rest_run-2_timeseries,0,15,Wake,0.5060268006700167,0.36211370950473615
sub-33,sub-33_task-rest_run-2_timeseries,1,30,Wake,0.4897607083034219,0.34314129104168867
sub-33,sub-33_task-rest_run-2_timeseries,2,45,Wake,0.4907035175879397,0.3298277018167698
sub-33,sub-33_task-rest_run-2_timeseries,3,60,Wake,0.501568676716918,0.4182408398432528
sub-33,sub-33_task-rest_run-2_timeseries,4,75,Wake,0.47767492223019864,0.33951995621061215
sub-33,sub-33_task-rest_run-2_timeseries,5,90,Wake,0.5203643216080401,0.46081835863701576
sub-33,sub-33_task-rest_run-2_timeseries,6,105,Wake,0.5343174204355109,0.4690136718567761
sub-33,sub-33_task-rest_run-2_timeseries,7,120,Wake,0.5032227805695142,0.4959174774040105
sub-33,sub-33_task-rest_run-2_timeseries,8,135,Wake,0.5038107202680067,0.4852439266479558
sub-33,sub-33_task-rest_run-2_timeseries,9,150,Wake,0.5324413735343383,0.3923790494444436
sub-33,sub-33_task-rest_run-2_timeseries,10,165,Wake,0.5049757118927973,0.3473022762074537
sub-33,sub-33_task-rest_run-2_timeseries,11,180,Wake,0.44105539602775784,0.2713715009596531
sub-33,sub-33_task-rest_run-2_timeseries,12,195,Wake,0.40966367426543304,0.3100208810348365
sub-33,sub-33_task-rest_run-2_timeseries,13,210,Wake,0.5011306532663317,0.3860278762443952
sub-33,sub-33_task-rest_run-2_timeseries,14,225,Wake,0.4632116535056233,0.34033534503157664
sub-33,sub-33_task-rest_run-2_timeseries,15,240,Wake,0.4514087102177554,0.27994730177135335
sub-33,sub-33_task-rest_run-2_timeseries,16,255,Wake,0.5293509212730317,0.46653144805445834
sub-33,sub-33_task-rest_run-2_timeseries,17,270,Wake,0.5283626465661642,0.43048951888397025
