subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-24,sub-24_task-rest_run-2_timeseries,0,15,N1,0.507219430485762,0.35793321006130274
sub-24,sub-24_task-rest_run-2_timeseries,1,30,N1,0.4787564010528835,0.2979312734747909
sub-24,sub-24_task-rest_run-2_timeseries,2,45,N1,0.48262144053601336,0.3996204488361972
sub-24,sub-24_task-rest_run-2_timeseries,4,75,N2,0.5319807370184253,0.3866065639437691
sub-24,sub-24_task-rest_run-2_timeseries,5,90,N2,0.4519523211294567,0.318645166496011
sub-24,sub-24_task-rest_run-2_timeseries,6,105,N2,0.44620076573342893,0.31912727442659206
sub-24,sub-24_task-rest_run-2_timeseries,7,120,N2,0.5184020100502512,0.46166658484483675
sub-24,sub-24_task-rest_run-2_timeseries,8,135,N2,0.49019346733668334,0.4735577761001666
sub-24,sub-24_task-rest_run-2_timeseries,9,150,N2,0.4926415410385259,0.47154038742953824
sub-24,sub-24_task-rest_run-2_timeseries,10,165,N2,0.5382035175879397,0.3767925202940474
sub-24,sub-24_task-rest_run-2_timeseries,11,180,N2,0.5407998324958123,0.36446128036049524
sub-24,sub-24_task-rest_run-2_timeseries,12,195,N2,0.498607202680067,0.45146845748087433
sub-24,sub-24_task-rest_run-2_timeseries,13,210,N2,0.48234727207465894,0.391528240213526
sub-24,sub-24_task-rest_run-2_timeseries,15,240,N1,0.525284757118928,0.3259861168693342
sub-24,sub-24_task-rest_run-2_timeseries,16,255,N1,0.4947420435510887,0.29880674776924476
sub-24,sub-24_task-rest_run-2_timeseries,17,270,N1,0.5257998324958124,0.38097366193743787
