subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-28,sub-28_task-rest_run-2_timeseries,0,15,Wake,0.5312102177554439,0.3593639284881825
sub-28,sub-28_task-rest_run-2_timeseries,1,30,Wake,0.5441415410385259,0.3624543589156409
sub-28,sub-28_task-rest_run-2_timeseries,2,45,Wake,0.5232328308207704,0.4268657773528239
sub-28,sub-28_task-rest_run-2_timeseries,3,60,Wake,0.5225795644891122,0.37651956153180055
sub-28,sub-28_task-rest_run-2_timeseries,4,75,Wake,0.5177730318257957,0.277109333209249
sub-28,sub-28_task-rest_run-2_timeseries,5,90,Wake,0.5358626465661641,0.36151659659468866
sub-28,sub-28_task-rest_run-2_timeseries,6,105,Wake,0.5413902847571189,0.34927953734631945
sub-28,sub-28_task-rest_run-2_timeseries,7,120,Wake,0.5427680067001674,0.3365184938088781
sub-28,sub-28_task-rest_run-2_timeseries,8,135,Wake,0.5327345058626465,0.3200970560814249
sub-28,sub-28_task-rest_run-2_timeseries,9,150,Wake,0.5286968174204355,0.28413207625834713
sub-28,sub-28_task-rest_run-2_timeseries,10,165,Wake,0.5325544388609715,0.36037883496637796
sub-28,sub-28_task-rest_run-2_timeseries,11,180,Wake,0.5261850921273031,0.37103768257813663
sub-28,sub-28_task-rest_run-2_timeseries,12,195,Wake,0.5274874371859297,0.35198663937869784
sub-28,sub-28_task-rest_run-2_timeseries,13,210,Wake,0.517035175879397,0.3867473417776735
sub-28,sub-28_task-rest_run-2_timeseries,14,225,Wake,0.5349036850921274,0.4216326861130081
sub-28,sub-28_task-rest_run-2_timeseries,15,240,Wake,0.5478852596314907,0.3815013928120752
sub-28,sub-28_task-rest_run-2_timeseries,16,255,Wake,0.5375628140703518,0.39797859910309646
sub-28,sub-28_task-rest_run-2_timeseries,17,270,Wake,0.5324748743718593,0.3508941313439389
