subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-11,sub-11_task-sleep_run-6_timeseries,0,15,N1,0.4711956209619526,0.3481458232045389
sub-11,sub-11_task-sleep_run-6_timeseries,1,30,N1,0.4912508973438622,0.3617622609786844
sub-11,sub-11_task-sleep_run-6_timeseries,2,45,N1,0.5258710217755443,0.4216102642200492
sub-11,sub-11_task-sleep_run-6_timeseries,3,60,N1,0.4812369586025365,0.39349229690086635
sub-11,sub-11_task-sleep_run-6_timeseries,4,75,N1,0.440784757118928,0.3171778068913349
sub-11,sub-11_task-sleep_run-6_timeseries,5,90,N1,0.4976842546063651,0.3876311444680393
sub-11,sub-11_task-sleep_run-6_timeseries,6,105,N1,0.5158123953098828,0.3582758871159473
sub-11,sub-11_task-sleep_run-6_timeseries,7,120,N1,0.5226172529313233,0.3676296754350439
sub-11,sub-11_task-sleep_run-6_timeseries,8,135,N1,0.5122026800670015,0.42607034158216867
sub-11,sub-11_task-sleep_run-6_timeseries,9,150,N1,0.4822939698492461,0.43188335016439194
sub-11,sub-11_task-sleep_run-6_timeseries,10,165,N1,0.47733287469091484,0.36209909659784084
sub-11,sub-11_task-sleep_run-6_timeseries,11,180,N1,0.5020586264656616,0.4445863246771972
sub-11,sub-11_task-sleep_run-6_timeseries,12,195,N1,0.4979949748743719,0.4067603265169764
sub-11,sub-11_task-sleep_run-6_timeseries,13,210,N1,0.5099455611390284,0.39565255089666795
sub-11,sub-11_task-sleep_run-6_timeseries,18,285,N1,0.46567300789662597,0.38416934287216714
sub-11,sub-11_task-sleep_run-6_timeseries,21,330,N1,0.4695398420674803,0.41037738822858344
sub-11,sub-11_task-sleep_run-6_timeseries,22,345,N1,0.49274922230198603,0.3252234407969447
sub-11,sub-11_task-sleep_run-6_timeseries,23,360,N1,0.5073793969849245,0.3412358952798923
sub-11,sub-11_task-sleep_run-6_timeseries,24,375,N1,0.4585186647523331,0.2964716785261094
sub-11,sub-11_task-sleep_run-6_timeseries,25,390,N1,0.4825296721703756,0.31450309656580067
sub-11,sub-11_task-sleep_run-6_timeseries,26,405,N1,0.49169932998324956,0.33918648136135876
