subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-27,sub-27_task-rest_run-1_timeseries,1,30,N1,0.5033785594639866,0.38999726785207567
sub-27,sub-27_task-rest_run-1_timeseries,2,45,N1,0.5274539363484086,0.40102171908355366
sub-27,sub-27_task-rest_run-1_timeseries,3,60,N1,0.5382286432160804,0.39274689129482016
sub-27,sub-27_task-rest_run-1_timeseries,5,90,N2,0.5127897822445561,0.3778725623374082
sub-27,sub-27_task-rest_run-1_timeseries,8,135,N2,0.5358375209380234,0.37697819546933986
sub-27,sub-27_task-rest_run-1_timeseries,10,165,N1,0.48185588657573586,0.3902050565495159
sub-27,sub-27_task-rest_run-1_timeseries,13,210,N1,0.5056549413735343,0.37168190110710564
sub-27,sub-27_task-rest_run-1_timeseries,14,225,N1,0.492964824120603,0.3531881549178534
sub-27,sub-27_task-rest_run-1_timeseries,16,255,N2,0.49534087102177554,0.3825341594026457
sub-27,sub-27_task-rest_run-1_timeseries,17,270,N2,0.5101281407035175,0.4200417021760627
