subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-01,sub-01_task-sleep_run-1_timeseries,0,15,N2,0.5111440536013401,0.37085964108708297
sub-01,sub-01_task-sleep_run-1_timeseries,2,45,N1,0.5318760469011725,0.4333434623043034
sub-01,sub-01_task-sleep_run-1_timeseries,3,60,N1,0.5184974874371859,0.38895787611143307
sub-01,sub-01_task-sleep_run-1_timeseries,6,105,N1,0.509321608040201,0.41466316879846926
sub-01,sub-01_task-sleep_run-1_timeseries,7,120,N1,0.5109380234505863,0.3805211206279578
sub-01,sub-01_task-sleep_run-1_timeseries,11,180,N1,0.5317211055276381,0.37219141637263004
sub-01,sub-01_task-sleep_run-1_timeseries,12,195,N1,0.5215326633165829,0.38482423312341907
sub-01,sub-01_task-sleep_run-1_timeseries,13,210,N1,0.5349329983249581,0.38760768477012914
sub-01,sub-01_task-sleep_run-1_timeseries,15,240,Wake,0.5200234505862646,0.35926582273223273
sub-01,sub-01_task-sleep_run-1_timeseries,17,270,N1,0.529036850921273,0.3870339612893801
sub-01,sub-01_task-sleep_run-1_timeseries,18,285,N1,0.5343509212730317,0.3390822015333515
sub-01,sub-01_task-sleep_run-1_timeseries,20,315,N2,0.5459045226130653,0.4114097039940459
sub-01,sub-01_task-sleep_run-1_timeseries,21,330,N2,0.5466373534338359,0.3741955923234525
sub-01,sub-01_task-sleep_run-1_timeseries,22,345,N2,0.5423802345058626,0.38261771128619004
sub-01,sub-01_task-sleep_run-1_timeseries,23,360,N2,0.5155251256281407,0.41148605496063895
sub-01,sub-01_task-sleep_run-1_timeseries,24,375,N2,0.47755695142378557,0.25835548909932504
sub-01,sub-01_task-sleep_run-1_timeseries,25,390,N2,0.5088333333333334,0.3303812774300244
