subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-05,sub-05_task-rest_run-2_timeseries,0,15,Wake,0.5235301507537687,0.3413245129918151
sub-05,sub-05_task-rest_run-2_timeseries,1,30,Wake,0.5199371859296483,0.41083693165872953
sub-05,sub-05_task-rest_run-2_timeseries,2,45,Wake,0.5348073701842546,0.3766047348950026
sub-05,sub-05_task-rest_run-2_timeseries,3,60,Wake,0.5360343383584589,0.37612937347877345
sub-05,sub-05_task-rest_run-2_timeseries,4,75,Wake,0.489861809045226,0.316830490858509
sub-05,sub-05_task-rest_run-2_timeseries,5,90,Wake,0.5213735343383584,0.43478106857441895
sub-05,sub-05_task-rest_run-2_timeseries,6,105,Wake,0.5240309882747068,0.41116005794323585
sub-05,sub-05_task-rest_run-2_timeseries,7,120,Wake,0.5000092127303182,0.3753953000328406
sub-05,sub-05_task-rest_run-2_timeseries,8,135,Wake,0.47877721943048573,0.31406973716498005
sub-05,sub-05_task-rest_run-2_timeseries,9,150,Wake,0.49151256281407035,0.4029710575655026
sub-05,sub-05_task-rest_run-2_timeseries,10,165,Wake,0.4790284757118928,0.3803688504982471
sub-05,sub-05_task-rest_run-2_timeseries,11,180,Wake,0.5016373534338359,0.374890796344253
sub-05,sub-05_task-rest_run-2_timeseries,12,195,Wake,0.49428978224455605,0.3330572730977659
sub-05,sub-05_task-rest_run-2_timeseries,13,210,Wake,0.4507760229720029,0.23300272796044671
sub-05,sub-05_task-rest_run-2_timeseries,14,225,Wake,0.4736533859775065,0.2707452795957088
sub-05,sub-05_task-rest_run-2_timeseries,15,240,Wake,0.49386934673366834,0.3248558291924969
sub-05,sub-05_task-rest_run-2_timeseries,16,255,Wake,0.4828308207705192,0.3065654514157368
sub-05,sub-05_task-rest_run-2_timeseries,17,270,Wake,0.46100885379277334,0.23569103230421945
