subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-23,sub-23_task-sleep_run-2_timeseries,0,15,N1,0.5415536013400335,0.4131185614724174
sub-23,sub-23_task-sleep_run-2_timeseries,1,30,N1,0.5176105527638192,0.3948575848087368
sub-23,sub-23_task-sleep_run-2_timeseries,2,45,N1,0.514539363484087,0.4387772799474342
sub-23,sub-23_task-sleep_run-2_timeseries,3,60,N1,0.5240469011725293,0.4452778073616092
sub-23,sub-23_task-sleep_run-2_timeseries,4,75,N1,0.5019472361809045,0.39324644119675756
sub-23,sub-23_task-sleep_run-2_timeseries,6,105,N2,0.5038324958123953,0.41962761335954846
sub-23,sub-23_task-sleep_run-2_timeseries,7,120,N2,0.48502261306532657,0.3849405031385231
sub-23,sub-23_task-sleep_run-2_timeseries,8,135,N2,0.49085678391959797,0.3727006854950022
sub-23,sub-23_task-sleep_run-2_timeseries,9,150,N2,0.4657316343622876,0.3114459574993407
sub-23,sub-23_task-sleep_run-2_timeseries,10,165,N2,0.5150242881072027,0.3827532480554273
sub-23,sub-23_task-sleep_run-2_timeseries,11,180,N2,0.5024087102177553,0.4383754765388202
sub-23,sub-23_task-sleep_run-2_timeseries,12,195,N2,0.5239170854271357,0.35745836332463193
sub-23,sub-23_task-sleep_run-2_timeseries,13,210,N2,0.5423157453936348,0.38760751719678105
sub-23,sub-23_task-sleep_run-2_timeseries,14,225,N2,0.5246691792294808,0.4347336040636423
sub-23,sub-23_task-sleep_run-2_timeseries,15,240,N2,0.5024175640105287,0.4379550623172368
