subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-24,sub-24_task-rest_run-1_timeseries,0,15,Wake,0.49059990428332134,0.45052856105228123
sub-24,sub-24_task-rest_run-1_timeseries,1,30,Wake,0.4966895190236898,0.3744055988271937
sub-24,sub-24_task-rest_run-1_timeseries,2,45,Wake,0.5217378559463987,0.3756615650157153
sub-24,sub-24_task-rest_run-1_timeseries,3,60,Wake,0.5352093802345058,0.3768138912898824
sub-24,sub-24_task-rest_run-1_timeseries,4,75,Wake,0.48230402010050244,0.2890647635075248
sub-24,sub-24_task-rest_run-1_timeseries,5,90,Wake,0.502319932998325,0.4226187031364032
sub-24,sub-24_task-rest_run-1_timeseries,6,105,Wake,0.5047621440536013,0.38324066608442614
sub-24,sub-24_task-rest_run-1_timeseries,7,120,Wake,0.49452596314907865,0.3621199845790881
sub-24,sub-24_task-rest_run-1_timeseries,8,135,Wake,0.5224087102177555,0.4002080071129059
sub-24,sub-24_task-rest_run-1_timeseries,9,150,Wake,0.5228953098827471,0.3982218368467614
sub-24,sub-24_task-rest_run-1_timeseries,10,165,Wake,0.5211591289782244,0.41317045410673137
sub-24,sub-24_task-rest_run-1_timeseries,11,180,Wake,0.5116314907872697,0.4283320777424578
sub-24,sub-24_task-rest_run-1_timeseries,12,195,Wake,0.5117085427135677,0.4916496999207696
sub-24,sub-24_task-rest_run-1_timeseries,13,210,Wake,0.5300125628140703,0.46294487724072164
sub-24,sub-24_task-rest_run-1_timeseries,14,225,Wake,0.5069497487437186,0.4529213671586128
sub-24,sub-24_task-rest_run-1_timeseries,15,240,Wake,0.5045494137353433,0.4207921820478583
sub-24,sub-24_task-rest_run-1_timeseries,16,255,Wake,0.5286390284757118,0.43209500730402756
sub-24,sub-24_task-rest_run-1_timeseries,17,270,Wake,0.5331993299832496,0.4251649915914104
