subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-26,sub-26_task-rest_run-2_timeseries,0,15,Wake,0.47377081837760227,0.3000996785397624
sub-26,sub-26_task-rest_run-2_timeseries,1,30,Wake,0.5099271356783919,0.35006105039543217
sub-26,sub-26_task-rest_run-2_timeseries,2,45,Wake,0.5137303182579565,0.4090326923724995
sub-26,sub-26_task-rest_run-2_timeseries,3,60,Wake,0.5203810720268007,0.3786690510379568
sub-26,sub-26_task-rest_run-2_timeseries,4,75,Wake,0.5322445561139029,0.39930112381879884
sub-26,sub-26_task-rest_run-2_timeseries,5,90,Wake,0.5147747068676717,0.4120825189804176
sub-26,sub-26_task-rest_run-2_timeseries,6,105,Wake,0.5186943048576215,0.4407187683035182
sub-26,sub-26_task-rest_run-2_timeseries,7,120,Wake,0.5069187604690117,0.3790807197592238
sub-26,sub-26_task-rest_run-2_timeseries,8,135,Wake,0.548144891122278,0.36198506500262634
sub-26,sub-26_task-rest_run-2_timeseries,9,150,Wake,0.5516122278056951,0.35493221924132295
sub-26,sub-26_task-rest_run-2_timeseries,10,165,Wake,0.5331172529313233,0.37799397474716157
sub-26,sub-26_task-rest_run-2_timeseries,11,180,Wake,0.531608040201005,0.412217465793498
sub-26,sub-26_task-rest_run-2_timeseries,12,195,Wake,0.5167336683417085,0.39007215537880524
sub-26,sub-26_task-rest_run-2_timeseries,13,210,Wake,0.5328433835845896,0.39608231446780107
sub-26,sub-26_task-rest_run-2_timeseries,14,225,Wake,0.5419932998324958,0.3848089690743471
sub-26,sub-26_task-rest_run-2_timeseries,15,240,Wake,0.5365326633165829,0.3663369576773652
sub-26,sub-26_task-rest_run-2_timeseries,16,255,Wake,0.5227035175879396,0.37267134052927764
sub-26,sub-26_task-rest_run-2_timeseries,17,270,Wake,0.5097353433835846,0.4030274712296984
