subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-16,sub-16_task-sleep_run-2_timeseries,0,15,N1,0.49334673366834164,0.2988126894624315
sub-16,sub-16_task-sleep_run-2_timeseries,1,30,N1,0.4983350083752093,0.38696225951081253
sub-16,sub-16_task-sleep_run-2_timeseries,2,45,N1,0.5123391959798995,0.4151060743596151
sub-16,sub-16_task-sleep_run-2_timeseries,3,60,N1,0.5268609715242881,0.38519949670545756
sub-16,sub-16_task-sleep_run-2_timeseries,4,75,N1,0.5375041876046901,0.34575390844779813
sub-16,sub-16_task-sleep_run-2_timeseries,5,90,N1,0.5262361809045225,0.39234589581000895
sub-16,sub-16_task-sleep_run-2_timeseries,8,135,N2,0.485463986599665,0.3717415002592941
sub-16,sub-16_task-sleep_run-2_timeseries,9,150,N2,0.5174154103852596,0.4338437233832116
sub-16,sub-16_task-sleep_run-2_timeseries,10,165,N2,0.5040259631490787,0.3700507278401983
sub-16,sub-16_task-sleep_run-2_timeseries,11,180,N2,0.483967336683417,0.329775308435069
sub-16,sub-16_task-sleep_run-2_timeseries,12,195,N2,0.5089740368509212,0.39098867379879026
sub-16,sub-16_task-sleep_run-2_timeseries,14,225,N1,0.5265108877721942,0.40282192006259554
sub-16,sub-16_task-sleep_run-2_timeseries,15,240,N1,0.5104003350083752,0.412957016441928
sub-16,sub-16_task-sleep_run-2_timeseries,16,255,N1,0.4941931083991386,0.37085900495238694
sub-16,sub-16_task-sleep_run-2_timeseries,17,270,N1,0.5209505862646566,0.3772723961429447
sub-16,sub-16_task-sleep_run-2_timeseries,18,285,N1,0.5378643216080401,0.38856004744760825
sub-16,sub-16_task-sleep_run-2_timeseries,20,315,N2,0.5446691792294807,0.39349465656730265
sub-16,sub-16_task-sleep_run-2_timeseries,21,330,N2,0.530644891122278,0.4572548907944908
sub-16,sub-16_task-sleep_run-2_timeseries,22,345,N2,0.5247445561139027,0.47953525776548606
sub-16,sub-16_task-sleep_run-2_timeseries,23,360,N2,0.530682579564489,0.4204585891422871
