subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-04,sub-04_task-rest_run-2_timeseries,0,15,Wake,0.49824036850921266,0.332703693763772
sub-04,sub-04_task-rest_run-2_timeseries,2,45,N1,0.5455402010050251,0.3646551978467879
sub-04,sub-04_task-rest_run-2_timeseries,4,75,Wake,0.5419388609715242,0.37793085388539377
sub-04,sub-04_task-rest_run-2_timeseries,5,90,Wake,0.5367085427135678,0.41867091767037107
sub-04,sub-04_task-rest_run-2_timeseries,6,105,Wake,0.5039572864321608,0.3565820364240889
sub-04,sub-04_task-rest_run-2_timeseries,7,120,Wake,0.5218333333333334,0.37037435984999995
sub-04,sub-04_task-rest_run-2_timeseries,8,135,Wake,0.5369556113902846,0.36393809608622335
sub-04,sub-04_task-rest_run-2_timeseries,9,150,Wake,0.5256030150753768,0.4303450064143473
sub-04,sub-04_task-rest_run-2_timeseries,10,165,Wake,0.5151917922948073,0.43345553970990985
sub-04,sub-04_task-rest_run-2_timeseries,13,210,Wake,0.5373408710217755,0.40027021433202625
sub-04,sub-04_task-rest_run-2_timeseries,14,225,Wake,0.4866465661641541,0.357453948022921
sub-04,sub-04_task-rest_run-2_timeseries,15,240,Wake,0.4751323283082076,0.3850904557488976
sub-04,sub-04_task-rest_run-2_timeseries,17,270,N1,0.4905268006700167,0.31827118109452185
