subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-09,sub-09_task-rest_run-1_timeseries,1,30,Wake,0.4780480976310122,0.3079423546549705
sub-09,sub-09_task-rest_run-1_timeseries,3,60,N1,0.5066222780569514,0.3290709661323164
sub-09,sub-09_task-rest_run-1_timeseries,4,75,N1,0.4739715242881072,0.28129798903235786
sub-09,sub-09_task-rest_run-1_timeseries,10,165,N1,0.5035948791576932,0.3396296406030819
sub-09,sub-09_task-rest_run-1_timeseries,11,180,N1,0.5407830820770518,0.3784445946786698
sub-09,sub-09_task-rest_run-1_timeseries,12,195,N1,0.503324958123953,0.4272577442700911
sub-09,sub-09_task-rest_run-1_timeseries,14,225,N2,0.5150125628140704,0.4229309050729858
sub-09,sub-09_task-rest_run-1_timeseries,15,240,N2,0.5173283082077051,0.46529392398170266
sub-09,sub-09_task-rest_run-1_timeseries,16,255,N2,0.5324832495812395,0.4315857309747098
sub-09,sub-09_task-rest_run-1_timeseries,17,270,N2,0.526963986599665,0.4426404262054216
