subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-22,sub-22_task-rest_run-1_timeseries,0,15,Wake,0.5178475711892798,0.3485247938144151
sub-22,sub-22_task-rest_run-1_timeseries,1,30,Wake,0.5389698492462311,0.36412566232281846
sub-22,sub-22_task-rest_run-1_timeseries,2,45,Wake,0.529212730318258,0.3650583166279271
sub-22,sub-22_task-rest_run-1_timeseries,3,60,Wake,0.5428433835845895,0.3840176463055102
sub-22,sub-22_task-rest_run-1_timeseries,4,75,Wake,0.5464112227805694,0.36792845445774475
sub-22,sub-22_task-rest_run-1_timeseries,5,90,Wake,0.5469430485762143,0.36614768004048204
sub-22,sub-22_task-rest_run-1_timeseries,6,105,Wake,0.5455569514237856,0.38120538617873273
sub-22,sub-22_task-rest_run-1_timeseries,7,120,Wake,0.514391122278057,0.3486527224976044
sub-22,sub-22_task-rest_run-1_timeseries,8,135,Wake,0.4688871141421393,0.30952524531471665
sub-22,sub-22_task-rest_run-1_timeseries,9,150,Wake,0.49967504187604694,0.3265913966155803
sub-22,sub-22_task-rest_run-1_timeseries,10,165,Wake,0.47938525963149076,0.26578136457400053
sub-22,sub-22_task-rest_run-1_timeseries,11,180,Wake,0.4977989949748744,0.3166863916280497
sub-22,sub-22_task-rest_run-1_timeseries,12,195,Wake,0.5039338358458961,0.3361934693839627
sub-22,sub-22_task-rest_run-1_timeseries,13,210,Wake,0.4841314907872697,0.3250170159611903
sub-22,sub-22_task-rest_run-1_timeseries,14,225,Wake,0.46261773151471636,0.27930551279216054
sub-22,sub-22_task-rest_run-1_timeseries,15,240,Wake,0.4723438621679827,0.29457202831767726
sub-22,sub-22_task-rest_run-1_timeseries,16,255,Wake,0.4984028475711892,0.3085630580732708
sub-22,sub-22_task-rest_run-1_timeseries,17,270,Wake,0.49157418042593914,0.33464878039052387
