subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-32,sub-32_task-rest_run-1_timeseries,0,15,Wake,0.4617141062455133,0.32161991776639454
sub-32,sub-32_task-rest_run-1_timeseries,3,60,N2,0.5169045226130653,0.44795760671876417
sub-32,sub-32_task-rest_run-1_timeseries,4,75,N2,0.5212144053601339,0.44521117391661325
sub-32,sub-32_task-rest_run-1_timeseries,5,90,N2,0.5283458961474037,0.3669040063483204
sub-32,sub-32_task-rest_run-1_timeseries,7,120,Wake,0.43298971045704715,0.30877491406435736
sub-32,sub-32_task-rest_run-1_timeseries,8,135,Wake,0.43956081997288027,0.28834318256493463
sub-32,sub-32_task-rest_run-1_timeseries,9,150,Wake,0.5317671691792295,0.42908441898695265
sub-32,sub-32_task-rest_run-1_timeseries,11,180,N1,0.4950251256281407,0.3435444641961294
sub-32,sub-32_task-rest_run-1_timeseries,12,195,N1,0.4816575735821967,0.3140928680556789
sub-32,sub-32_task-rest_run-1_timeseries,14,225,N2,0.4889371859296482,0.325631149224053
sub-32,sub-32_task-rest_run-1_timeseries,15,240,N2,0.5113333333333334,0.42040370457063486
sub-32,sub-32_task-rest_run-1_timeseries,16,255,N2,0.500503350083752,0.45183136920696
