subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-22,sub-22_task-rest_run-2_timeseries,0,15,Wake,0.5024405360134003,0.28792645173555587
sub-22,sub-22_task-rest_run-2_timeseries,1,30,Wake,0.4664501076812634,0.2929192192783738
sub-22,sub-22_task-rest_run-2_timeseries,2,45,Wake,0.4682575975113663,0.3394548431031424
sub-22,sub-22_task-rest_run-2_timeseries,3,60,Wake,0.49585510887772194,0.35917510295317534
sub-22,sub-22_task-rest_run-2_timeseries,4,75,Wake,0.49921608040201004,0.3825455743840307
sub-22,sub-22_task-rest_run-2_timeseries,5,90,Wake,0.511215242881072,0.3954296183892421
sub-22,sub-22_task-rest_run-2_timeseries,6,105,Wake,0.5238123953098828,0.37995582059964234
sub-22,sub-22_task-rest_run-2_timeseries,7,120,Wake,0.4839436468054559,0.3292898968582945
sub-22,sub-22_task-rest_run-2_timeseries,8,135,Wake,0.5055946398659966,0.39205130109521574
sub-22,sub-22_task-rest_run-2_timeseries,9,150,Wake,0.4964874371859296,0.35413011735893274
sub-22,sub-22_task-rest_run-2_timeseries,10,165,Wake,0.48848241206030146,0.2607485325790989
sub-22,sub-22_task-rest_run-2_timeseries,11,180,Wake,0.468881251495573,0.22484999339806472
sub-22,sub-22_task-rest_run-2_timeseries,12,195,Wake,0.4741482412060301,0.26509830228420816
sub-22,sub-22_task-rest_run-2_timeseries,13,210,Wake,0.5322110552763819,0.3581313266511298
sub-22,sub-22_task-rest_run-2_timeseries,14,225,Wake,0.5109061976549414,0.414635151875623
sub-22,sub-22_task-rest_run-2_timeseries,15,240,Wake,0.46689291696578133,0.3708339922264109
sub-22,sub-22_task-rest_run-2_timeseries,16,255,Wake,0.49448073701842543,0.3698862514631236
sub-22,sub-22_task-rest_run-2_timeseries,17,270,Wake,0.4939581239530988,0.35001126102165786
