subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-29,sub-29_task-sleep_run-2_timeseries,0,15,Wake,0.5241750418760469,0.367374861978616
sub-29,sub-29_task-sleep_run-2_timeseries,1,30,Wake,0.49281155778894475,0.3390597235204965
sub-29,sub-29_task-sleep_run-2_timeseries,4,75,Wake,0.508505025125628,0.3875196430391847
sub-29,sub-29_task-sleep_run-2_timeseries,5,90,Wake,0.5055242881072026,0.3632335785438429
sub-29,sub-29_task-sleep_run-2_timeseries,6,105,Wake,0.5015,0.37589337827585506
sub-29,sub-29_task-sleep_run-2_timeseries,7,120,Wake,0.49400717875089734,0.3256933492290771
sub-29,sub-29_task-sleep_run-2_timeseries,8,135,Wake,0.5012479061976549,0.4257970508508643
sub-29,sub-29_task-sleep_run-2_timeseries,9,150,Wake,0.5026624790619765,0.37019977859383446
sub-29,sub-29_task-sleep_run-2_timeseries,10,165,Wake,0.512966499162479,0.41687830452663227
sub-29,sub-29_task-sleep_run-2_timeseries,11,180,Wake,0.5259338358458961,0.37417378348764896
sub-29,sub-29_task-sleep_run-2_timeseries,12,195,Wake,0.5004681742043551,0.34570016339092596
sub-29,sub-29_task-sleep_run-2_timeseries,13,210,Wake,0.4735628140703517,0.3139538847100987
sub-29,sub-29_task-sleep_run-2_timeseries,14,225,Wake,0.510575376884422,0.3673183866204035
sub-29,sub-29_task-sleep_run-2_timeseries,15,240,Wake,0.4844715242881072,0.25960977546734554
sub-29,sub-29_task-sleep_run-2_timeseries,16,255,Wake,0.4845569514237856,0.30969714007659344
sub-29,sub-29_task-sleep_run-2_timeseries,17,270,Wake,0.5018752093802344,0.3679125368399533
sub-29,sub-29_task-sleep_run-2_timeseries,18,285,Wake,0.5304857621440535,0.3807690537208691
sub-29,sub-29_task-sleep_run-2_timeseries,19,300,Wake,0.4877596314907872,0.336338542602686
sub-29,sub-29_task-sleep_run-2_timeseries,22,345,Wake,0.38828030121748713,0.19496093562114153
sub-29,sub-29_task-sleep_run-2_timeseries,23,360,Wake,0.48041541038525964,0.2596348346096616
sub-29,sub-29_task-sleep_run-2_timeseries,24,375,Wake,0.4973015075376884,0.32438486958032803
sub-29,sub-29_task-sleep_run-2_timeseries,25,390,Wake,0.5209128978224454,0.39302228258885663
sub-29,sub-29_task-sleep_run-2_timeseries,26,405,Wake,0.520321608040201,0.41894301036142223
