subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-32,sub-32_task-rest_run-2_timeseries,0,15,Wake,0.4923040201005025,0.39659148232596636
sub-32,sub-32_task-rest_run-2_timeseries,1,30,Wake,0.5105569514237855,0.3767065936588673
sub-32,sub-32_task-rest_run-2_timeseries,2,45,Wake,0.5208107202680066,0.3992602377957011
sub-32,sub-32_task-rest_run-2_timeseries,3,60,Wake,0.5361557788944724,0.43435202528538813
sub-32,sub-32_task-rest_run-2_timeseries,4,75,Wake,0.5257998324958124,0.4018824028566439
sub-32,sub-32_task-rest_run-2_timeseries,5,90,Wake,0.5251959798994975,0.36740841072110686
sub-32,sub-32_task-rest_run-2_timeseries,6,105,Wake,0.5351507537688441,0.44370873852128195
sub-32,sub-32_task-rest_run-2_timeseries,7,120,Wake,0.5025979899497488,0.40978303602553484
sub-32,sub-32_task-rest_run-2_timeseries,8,135,Wake,0.466136994496291,0.2714631166516777
sub-32,sub-32_task-rest_run-2_timeseries,9,150,Wake,0.5103492462311559,0.32156009303232713
sub-32,sub-32_task-rest_run-2_timeseries,10,165,Wake,0.5255653266331658,0.35368613615232297
sub-32,sub-32_task-rest_run-2_timeseries,11,180,Wake,0.4968525963149078,0.3698248647664789
sub-32,sub-32_task-rest_run-2_timeseries,12,195,Wake,0.5159798994974875,0.36214159313695027
sub-32,sub-32_task-rest_run-2_timeseries,13,210,Wake,0.5124020100502512,0.4083587043388258
sub-32,sub-32_task-rest_run-2_timeseries,14,225,Wake,0.485570351758794,0.3352470949116103
sub-32,sub-32_task-rest_run-2_timeseries,15,240,Wake,0.47283117970806415,0.46014421100777003
sub-32,sub-32_task-rest_run-2_timeseries,16,255,Wake,0.4407720148360852,0.30834168228466996
sub-32,sub-32_task-rest_run-2_timeseries,17,270,Wake,0.5074907872696817,0.43382107261060676
