subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-27,sub-27_task-rest_run-2_timeseries,0,15,Wake,0.4977730318257956,0.40746287149423766
sub-27,sub-27_task-rest_run-2_timeseries,1,30,Wake,0.524539363484087,0.39903467317833047
sub-27,sub-27_task-rest_run-2_timeseries,2,45,Wake,0.5095820770519263,0.37998392688878285
sub-27,sub-27_task-rest_run-2_timeseries,3,60,Wake,0.47342964824120604,0.2795123953757097
sub-27,sub-27_task-rest_run-2_timeseries,4,75,Wake,0.49769765494137347,0.39416518902630293
sub-27,sub-27_task-rest_run-2_timeseries,5,90,Wake,0.5093710217755444,0.40644409979327456
sub-27,sub-27_task-rest_run-2_timeseries,6,105,Wake,0.5343174204355109,0.46719111383576273
sub-27,sub-27_task-rest_run-2_timeseries,10,165,N1,0.47895668820291937,0.342898405471267
sub-27,sub-27_task-rest_run-2_timeseries,11,180,N1,0.49717922948073695,0.3719949839372381
sub-27,sub-27_task-rest_run-2_timeseries,12,195,N1,0.520181742043551,0.39712037970206526
sub-27,sub-27_task-rest_run-2_timeseries,13,210,N1,0.5297822445561139,0.42841464617855723
sub-27,sub-27_task-rest_run-2_timeseries,14,225,N1,0.5286222780569515,0.4005787270237856
sub-27,sub-27_task-rest_run-2_timeseries,16,255,N2,0.48418425460636505,0.3064842439832342
