subject,file,window_idx,window_center_tr,stage,global_efficiency,modularity
sub-02,sub-02_task-rest_run-2_timeseries,0,15,Wake,0.4518680306293371,0.31712872097484557
sub-02,sub-02_task-rest_run-2_timeseries,1,30,Wake,0.5296775544388609,0.4239519645381416
sub-02,sub-02_task-rest_run-2_timeseries,2,45,Wake,0.5404480737018426,0.46658250227860304
sub-02,sub-02_task-rest_run-2_timeseries,3,60,Wake,0.5226340033500837,0.43657866201261214
sub-02,sub-02_task-rest_run-2_timeseries,4,75,Wake,0.5308333333333334,0.3845256852951521
sub-02,sub-02_task-rest_run-2_timeseries,5,90,Wake,0.530752093802345,0.34823378065624816
sub-02,sub-02_task-rest_run-2_timeseries,6,105,Wake,0.5370728643216081,0.3641190434164466
sub-02,sub-02_task-rest_run-2_timeseries,7,120,Wake,0.525180067001675,0.41045036621528813
sub-02,sub-02_task-rest_run-2_timeseries,8,135,Wake,0.5129145728643216,0.3539484157147468
sub-02,sub-02_task-rest_run-2_timeseries,9,150,Wake,0.5017855946398659,0.35504826393743927
sub-02,sub-02_task-rest_run-2_timeseries,10,165,Wake,0.5193174204355109,0.36120737637549205
sub-02,sub-02_task-rest_run-2_timeseries,11,180,Wake,0.5031608040201004,0.36283404493821264
sub-02,sub-02_task-rest_run-2_timeseries,12,195,Wake,0.5193802345058626,0.3706872092347977
sub-02,sub-02_task-rest_run-2_timeseries,13,210,Wake,0.533534338358459,0.4001068394022466
sub-02,sub-02_task-rest_run-2_timeseries,14,225,Wake,0.5186256281407035,0.4598095272347233
sub-02,sub-02_task-rest_run-2_timeseries,15,240,Wake,0.4998643216080402,0.4649085831133786
sub-02,sub-02_task-rest_run-2_timeseries,16,255,Wake,0.5110795644891123,0.368652461429387
sub-02,sub-02_task-rest_run-2_timeseries,17,270,Wake,0.544463986599665,0.40051436571936205
